,Andover High,Bancroft,Doherty,High Plain & Wood Hill,Sanborn,Shawsheen,South,West Elementary, West Middle,AHS Main (MSWB),AHU1-4 (PBA),LV Plug Loads (DHB),Dunn Gym & Field House (DG),Kitchen & Emergency (DE/ATS),HV Lighting (DL),Chillers (M1),Collins Center (AMDP)
1/14/2017 0:15,9407362,1451090,287852,586020,105693,,160603,,168749,9407362,,221714,551703,547202,639635,58154,429502
1/15/2017 0:00,9411180,1452064,288798,587405,106077,,161068,,169367,9411180,,221899,552227,548454,640152,58155,430945
1/15/2017 0:15,9411216,1452075,288808,587416,106082,,161073,,169374,9411216,,221901,552233,548466,640158,58155,430955
1/16/2017 0:00,9415120,1453047,289765,588519,106481,,161536,,169971,9415120,,222086,552754,549633,640711,58155,432534
1/16/2017 0:15,9415151,1453056,289775,588533,106485,,161541,,169977,9415151,,222088,552761,549648,640716,58155,432537
1/17/2017 0:00,9418449,1454004,290740,589892,106873,,162023,,170650,9418449,,222275,553599,550807,641246,58155,433155
1/17/2017 0:15,9418482,1454012,290750,589903,106877,,162028,,170656,9418482,,222277,553609,550820,641251,58155,433159
1/18/2017 0:00,9424360,1456255,292650,593963,107666,,163200,,171938,9424360,,222806,555000,552373,642721,58155,434007
1/18/2017 0:15,9424392,1456264,292660,593974,107670,,163205,,171945,9424392,,222808,555009,552386,642727,58155,434011
1/19/2017 0:00,9430308,1458518,294713,598277,108462,,164407,,173248,9430308,,223379,556328,553993,644300,58156,434777
1/19/2017 0:15,9430341,1458529,294723,598288,108466,,164411,,173254,9430341,,223381,556338,554005,644306,58156,434781
1/20/2017 0:00,9436194,1460657,296685,602670,109285,,165586,,174490,9436194,,223928,557686,555443,645856,58156,435657
1/20/2017 0:15,9436229,1460666,296696,602682,109290,,165591,,174498,9436229,,223929,557695,555456,645862,58156,435662
1/21/2017 0:00,9441890,1462724,298571,606703,110053,,166785,,175712,9441890,,224472,558996,556871,647385,58157,436456
1/21/2017 0:15,9441916,1462732,298576,606712,110056,,166790,,175718,9441916,,224474,559004,556878,647390,58157,436460
1/22/2017 0:00,9444420,1463554,299038,607690,110374,,167147,,176291,9444420,,224685,559480,557582,647946,58157,437082
1/22/2017 0:15,9444446,1463563,299043,607700,110377,,167150,,176296,9444446,,224686,559486,557589,647952,58157,437088
1/23/2017 0:00,9446623,1464379,299564,608781,110727,,167561,,176876,9446623,,224868,559967,558262,648499,58158,437440
1/23/2017 0:15,9446650,1464388,299570,608792,110731,,167565,,176883,9446650,,224870,559976,558269,648505,58158,437444
1/24/2017 0:00,9452353,1466539,301570,613012,111497,,168737,,178296,9452353,,225363,561245,559812,649850,58158,438420
1/24/2017 0:15,9452383,1466549,301581,613024,111502,,168742,,178303,9452383,,225365,561251,559825,649855,58158,438424
1/25/2017 0:00,9458170,1468647,303608,617303,112228,,169888,,179619,9458170,,225819,562469,561434,651196,58158,439511
1/25/2017 0:15,9458198,1468657,303619,617315,112232,,169893,,179624,9458198,,225821,562475,561445,651201,58158,439515
1/26/2017 0:00,9463598,1470757,305511,621378,112976,,171054,,180889,9463598,,226298,563617,562799,652505,58159,440541
1/26/2017 0:15,9463621,1470766,305521,621390,112980,,171059,,180895,9463621,,226300,563623,562806,652510,58159,440545
1/27/2017 0:00,9468880,1472789,307409,625564,113751,,172233,,182164,9468880,,226834,564833,564050,653991,58159,441223
1/27/2017 0:15,9468904,1472798,307414,625573,113754,,172238,,182169,9468904,,226836,564839,564057,653997,58159,441227
1/28/2017 0:00,9474113,1474615,308825,629094,114425,,173247,,183250,9474113,,227349,566078,565358,655309,58159,441967
1/28/2017 0:15,9474140,1474624,308830,629103,114429,,173251,,183256,9474140,,227351,566084,565366,655315,58159,441972
1/29/2017 0:00,9477760,1475455,309556,630377,114799,,173699,,183842,9477760,,227542,567150,566838,656029,58160,442250
1/29/2017 0:15,9477791,1475465,309567,630389,114803,,173703,,183848,9477791,,227544,567156,566851,656034,58160,442255
1/30/2017 0:00,9482537,1476303,310381,631645,115193,,174146,,184408,9482537,,227734,568296,568352,656752,58160,443571
1/30/2017 0:15,9482578,1476312,310392,631659,115197,,174151,,184415,9482578,,227736,568305,568370,656761,58160,443574
1/31/2017 0:00,9488426,1478461,312395,635876,115986,,175390,,185776,9488426,,228283,569535,570048,658276,58160,444374
1/31/2017 0:15,9488464,1478470,312405,635888,115990,,175395,,185782,9488464,,228285,569544,570062,658282,58160,444383
2/1/2017 0:00,9494875,1480603,314413,640145,116786,,176579,,187074,9494875,,228815,570783,571740,659800,58161,445821
2/1/2017 0:15,9494904,1480612,314424,640156,116790,,176584,,187080,9494904,,228817,570790,571753,659806,58161,445824
2/2/2017 0:00,9500669,1482737,316415,644514,117577,,177757,,188382,9500669,,229384,571980,573329,661341,58161,446647
2/2/2017 0:15,9500701,1482746,316425,644527,117581,,177761,,188388,9500701,,229386,571987,573341,661347,58161,446652
2/3/2017 0:00,9506818,1484748,318411,648979,118384,,178910,,189686,9506818,,229973,573242,574946,662913,58161,447681
2/3/2017 0:15,9506849,1484757,318421,648991,118388,,178915,,189692,9506849,,229975,573248,574959,662919,58161,447685
2/4/2017 0:00,9513335,1486790,320380,653360,119239,,180076,,190957,9513335,,230484,574428,576590,664395,58161,449359
2/4/2017 0:15,9513372,1486799,320390,653372,119242,,180081,,190963,9513372,,230485,574435,576604,664401,58161,449369
2/5/2017 0:00,9516858,1487679,321335,654943,119608,,180536,,191568,9516858,,230659,574889,577845,664945,58162,450537
2/5/2017 0:15,9516896,1487688,321345,654958,119612,,180540,,191574,9516896,,230660,574896,577857,664951,58162,450550
2/6/2017 0:00,9520350,1488542,322193,656861,119987,,180983,,192223,9520350,,230835,575700,578841,665531,58162,451549
2/6/2017 0:15,9520381,1488550,322203,656874,119990,,180988,,192234,9520381,,230837,575710,578852,665537,58162,451552
2/7/2017 0:00,9525999,1490668,324118,661043,120759,,182172,,193578,9525999,,231371,576958,580422,667050,58162,452265
2/7/2017 0:15,9526029,1490677,324127,661055,120763,,182176,,193583,9526029,,231373,576965,580435,667056,58162,452268
2/8/2017 0:00,9531487,1492739,326032,665162,121543,,183355,,194857,9531487,,231881,578041,582021,668557,58162,452981
2/8/2017 0:15,9531517,1492748,326042,665174,121547,,183360,,194863,9531517,,231883,578047,582034,668563,58162,452985
2/9/2017 0:00,9537087,1494680,327727,669351,122246,,184435,,196038,9537087,,232374,579185,583438,670047,58163,453956
2/9/2017 0:15,9537109,1494689,327737,669367,122250,,184440,,196043,9537109,,232376,579190,583445,670053,58163,453960
2/10/2017 0:00,9540406,1495699,328798,671239,122669,,185036,,196656,9540406,,232558,579639,584720,670676,58163,454823
2/10/2017 0:15,9540443,1495709,328809,671253,122674,,185041,,196662,9540443,,232560,579649,584733,670683,58163,454828
2/11/2017 0:00,9547303,1497772,330765,675581,123434,,186149,,197920,9547303,,233031,580945,586476,672161,58163,456740
2/11/2017 0:15,9547343,1497783,330775,675599,123438,,186154,,197925,9547343,,233033,580950,586492,672167,58163,456752
2/12/2017 0:00,9552734,1498714,331747,677434,123830,,186641,,198736,9552734,,233237,581765,587979,672894,58163,459041
2/12/2017 0:15,9552782,1498723,331758,677448,123835,,186645,,198744,9552782,,233239,581775,587995,672901,58163,459055
2/13/2017 0:00,9557276,1499676,332758,678748,124233,,187130,,199386,9557276,,233420,582552,589360,673602,58163,460602
2/13/2017 0:15,9557317,1499686,332769,678763,124237,,187137,,199393,9557317,,233422,582561,589372,673608,58163,460614
2/14/2017 0:00,9560963,1500730,333806,680495,124678,,187731,,200049,9560963,,233607,583340,590622,674207,58163,461536
2/14/2017 0:15,9560998,1500740,333816,680509,124683,,187736,,200056,9560998,,233609,583350,590636,674213,58163,461541
2/15/2017 0:00,9566822,1503038,335855,685054,125470,,188879,,201327,9566822,,234132,584661,592305,675728,58163,462370
2/15/2017 0:15,9566853,1503048,335866,685066,125474,,188883,,201333,9566853,,234134,584666,592319,675734,58163,462374
2/16/2017 0:00,9572535,1505109,337705,689389,126278,,190065,,202584,9572535,,234693,585831,593816,677288,58163,463275
2/16/2017 0:15,9572567,1505118,337715,689401,126282,,190071,,202592,9572567,,234695,585836,593828,677295,58163,463282
2/17/2017 0:00,9578661,1507162,339675,693826,127027,,191216,,203869,9578661,,235284,586983,595519,678896,58164,464347
2/17/2017 0:15,9578694,1507172,339685,693837,127031,,191222,,203876,9578694,,235286,586989,595532,678903,58164,464354
2/18/2017 0:00,9584578,1509230,341575,698131,127778,,192326,,205082,9584578,,235822,588118,597140,680371,58164,465438
2/18/2017 0:15,9584612,1509239,341585,698143,127782,,192331,,205089,9584612,,235824,588123,597153,680377,58164,465447
2/19/2017 0:00,9587196,1510069,342227,699144,128123,,192715,,205692,9587196,,236005,588499,598026,680949,58164,466109
2/19/2017 0:15,9587224,1510077,342232,699153,128127,,192719,,205698,9587224,,236007,588504,598032,680955,58164,466118
2/20/2017 0:00,9589609,1510870,342687,700023,128441,,193081,,206528,9589609,,236176,588835,598690,681562,58165,466807
2/20/2017 0:15,9589636,1510879,342692,700034,128445,,193085,,206536,9589636,,236178,588841,598697,681568,58165,466814
2/21/2017 0:00,9592356,1511687,343293,701181,128778,,193520,,207423,9592356,,236359,589193,599491,682142,58165,467715
2/21/2017 0:15,9592388,1511697,343304,701193,128782,,193525,,207431,9592388,,236360,589198,599503,682147,58165,467722
2/22/2017 0:00,9595370,1512640,344095,702573,129219,,194025,,208192,9595370,,236539,589705,600441,682813,58165,468505
2/22/2017 0:15,9595397,1512648,344101,702582,129223,,194030,,208203,9595397,,236540,589710,600448,682818,58165,468512
2/23/2017 0:00,9598282,1513634,344794,703878,129633,,194527,,209106,9598282,,236777,590226,601183,683531,58166,469275
2/23/2017 0:15,9598306,1513644,344800,703887,129636,,194532,,209115,9598306,,236779,590232,601190,683537,58166,469279
2/24/2017 0:00,9601039,1514630,345478,705244,130008,,194934,,209841,9601039,,236952,590661,601975,684159,58166,470076
2/24/2017 0:15,9601064,1514639,345484,705253,130012,,194937,,209847,9601064,,236953,590666,601982,684165,58166,470083
2/25/2017 0:00,9603932,1515485,346122,706502,130366,,195326,,210473,9603932,,237123,591049,602691,684817,58167,471108
2/25/2017 0:15,9603960,1515493,346128,706511,130369,,195329,,210479,9603960,,237125,591053,602698,684823,58167,471118
2/26/2017 0:00,9607109,1516245,346671,707326,130686,,195623,,211008,9607109,,237286,591336,603361,685366,58167,472694
2/26/2017 0:15,9607133,1516253,346677,707335,130689,,195626,,211012,9607133,,237288,591342,603368,685371,58167,472699
2/27/2017 0:00,9609515,1517030,347251,708853,131008,,196019,,211727,9609515,,237453,591710,604164,685913,58167,473276
2/27/2017 0:15,9609543,1517040,347261,708873,131012,,196024,,211734,9609543,,237454,591715,604177,685918,58167,473280
2/28/2017 0:00,9615015,1519059,349003,713145,131826,,197151,,213007,9615015,,237977,592986,605470,687355,58168,474140
2/28/2017 0:15,9615040,1519068,349008,713154,131830,,197156,,213012,9615040,,237979,592993,605476,687361,58168,474144
3/1/2017 0:00,9620394,1521037,350675,717606,132576,,198236,,214176,9620394,,238496,594204,606702,688831,58168,474979
3/1/2017 0:15,9620418,1521046,350680,717623,132580,,198239,,214180,9620418,,238497,594210,606710,688837,58168,474983
3/2/2017 0:00,9625582,1523088,352362,721884,133338,,199275,,215300,9625582,,239046,595415,607785,690348,58170,475707
3/2/2017 0:15,9625606,1523098,352367,721893,133341,,199278,,215304,9625606,,239048,595420,607793,690354,58170,475711
3/3/2017 0:00,9631121,1525081,354183,726201,134073,,200348,,216537,9631121,,239622,596588,609198,691858,58171,476475
3/3/2017 0:15,9631151,1525090,354193,726216,134077,,200353,,216543,9631151,,239624,596593,609211,691864,58171,476479
3/4/2017 0:00,9636962,1527133,356138,730604,134818,,201467,,217840,9636962,,240171,597745,610806,693303,58171,477470
3/4/2017 0:15,9636995,1527142,356147,730615,134822,,201472,,217848,9636995,,240173,597750,610819,693308,58171,477478
3/5/2017 0:00,9640811,1528104,357112,732103,135212,,201939,,218703,9640811,,240356,598236,612203,693992,58171,478664
3/5/2017 0:15,9640855,1528114,357122,732116,135217,,201945,,218710,9640855,,240358,598247,612218,693999,58171,478673
3/6/2017 0:00,9644401,1529042,358154,734070,135627,,202450,,219398,9644401,,240538,599099,613511,694566,58171,479380
3/6/2017 0:15,9644433,1529052,358164,734086,135631,,202455,,219405,9644433,,240540,599108,613524,694572,58171,479384
3/7/2017 0:00,9650174,1531382,360119,738299,136368,,203611,,220800,9650174,,241081,600412,615095,696086,58171,480259
3/7/2017 0:15,9650203,1531393,360129,738311,136372,,203616,,220806,9650203,,241083,600417,615108,696092,58171,480263
3/8/2017 0:00,9655764,1533545,361915,742761,137137,,204735,,222155,9655764,,241623,601677,616474,697600,58172,481116
3/8/2017 0:15,9655790,1533553,361919,742774,137140,,204739,,222160,9655790,,241625,601684,616481,697606,58172,481120
3/9/2017 0:00,9661117,1535539,363625,746956,137856,,205803,,223384,9661117,,242211,602891,617610,699145,58173,481898
3/9/2017 0:15,9661142,1535547,363630,746964,137859,,205806,,223388,9661142,,242213,602898,617618,699152,58173,481902
3/10/2017 0:00,9666531,1537522,365543,750948,138578,,206856,,224660,9666531,,242777,604064,618913,700651,58173,482666
3/10/2017 0:15,9666555,1537531,365548,750958,138581,,206862,,224665,9666555,,242779,604070,618921,700657,58173,482669
3/11/2017 0:00,9672528,1539410,367247,754766,139267,,207896,,225971,9672528,,243281,605117,620506,701946,58173,484142
3/11/2017 0:15,9672561,1539420,367258,754766,139271,,207901,,225978,9672561,,243283,605122,620521,701952,58173,484147
3/12/2017 0:00,9677200,1540371,368332,755445,139651,,208365,,226767,9677200,,243498,605527,621928,702686,58173,486125
3/12/2017 0:15,9677248,1540381,368342,755458,139655,,208371,,226774,9677248,,243500,605538,621944,702693,58173,486137
3/13/2017 0:00,9682213,1541274,369518,757038,140034,,208837,,227529,9682213,,243683,606335,623249,703308,58173,488264
3/13/2017 0:15,9682260,1541284,369528,757052,140039,,208842,,227536,9682260,,243685,606343,623266,703315,58173,488277
3/14/2017 0:00,9688398,1543689,371534,761291,140801,,209984,,228848,9688398,,244233,607610,624838,704841,58173,489530
3/14/2017 0:15,9688432,1543699,371543,761302,140805,,209989,,228855,9688432,,244235,607615,624851,704847,58173,489538
3/15/2017 0:00,9691705,1544610,372564,762845,141210,,210494,,229566,9691705,,244434,608021,626037,705404,58173,490561
3/15/2017 0:15,9691739,1544619,372576,762861,141214,,210499,,229577,9691739,,244436,608028,626051,705410,58173,490569
3/16/2017 0:00,9695890,1545552,373651,764556,141647,,211077,,230306,9695890,,244671,608920,627361,706106,58174,491679
3/16/2017 0:15,9695930,1545563,373661,764556,141651,,211082,,230313,9695930,,244673,608930,627376,706113,58174,491687
3/17/2017 0:00,9701951,1547875,375741,768984,142403,,212203,,231625,9701951,,245254,610231,628924,707668,58174,492704
3/17/2017 0:15,9701984,1547887,375751,768996,142407,,212209,,231631,9701984,,245256,610236,628937,707674,58174,492710
3/18/2017 0:00,9708512,1549983,377750,773344,143111,,213255,,232884,9708512,,245812,611325,630419,709152,58174,494576
3/18/2017 0:15,9708549,1549992,377761,773356,143115,,213259,,232892,9708549,,245814,611330,630434,709158,58174,494586
3/19/2017 0:00,9712455,1550816,378718,774438,143450,,213657,,233595,9712455,,245996,611638,631545,709730,58174,496416
3/19/2017 0:15,9712489,1550824,378728,774450,143453,,213662,,233602,9712489,,245998,611643,631559,709735,58174,496425
3/20/2017 0:00,9716725,1551639,379727,775681,143781,,214074,,234273,9716725,,246181,612045,632549,710335,58174,498584
3/20/2017 0:15,9716757,1551649,379737,775694,143785,,214079,,234281,9716757,,246183,612050,632563,710342,58174,498589
3/21/2017 0:00,9722233,1553746,381546,779703,144522,,215153,,235519,9722233,,246759,613282,633964,711844,58175,499279
3/21/2017 0:15,9722263,1553757,381557,779712,144526,,215159,,235524,9722263,,246761,613287,633978,711851,58175,499281
3/22/2017 0:00,9727610,1555776,383367,783967,145245,,216217,,236753,9727610,,247290,614567,635257,713357,58175,499950
3/22/2017 0:15,9727637,1555784,383372,783977,145249,,216223,,236758,9727637,,247292,614577,635265,713363,58175,499952
3/23/2017 0:00,9733581,1557780,385347,788364,145966,,217333,,237973,9733581,,247834,616015,636858,714905,58175,500708
3/23/2017 0:15,9733615,1557790,385357,788380,145970,,217337,,237980,9733615,,247836,616024,636872,714911,58175,500712
3/24/2017 0:00,9739900,1559889,387288,793083,146691,,218465,,239235,9739900,,248358,617377,638451,716434,58175,501972
3/24/2017 0:15,9739940,1559898,387298,793095,146695,,218470,,239242,9739940,,248360,617384,638465,716440,58175,501984
3/25/2017 0:00,9746411,1562037,389155,797304,147425,,219666,,240555,9746411,,248886,618847,639874,718012,58176,503415
3/25/2017 0:15,9746450,1562046,389161,797313,147428,,219672,,240562,9746450,,248888,618858,639883,718019,58176,503427
3/26/2017 0:00,9750837,1562890,389994,798282,147739,,220115,,241209,9750837,,249148,619582,640972,719037,58176,504828
3/26/2017 0:15,9750881,1562899,390004,798293,147743,,220120,,241216,9750881,,249151,619589,640989,719048,58176,504836
